epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,1956.75,0.38472,0.24358,0.00338,0.97773,0.97959,0.9934,0.95087,0.31598,0.14035,0.00415,0.000513886,0.000513886,0.000513886
175,1966.69,0.40042,0.25139,0.00356,0.97989,1,0.9946,0.96125,0.31129,0.11256,0.00358,0.000509443,0.000509443,0.000509443
176,1976.91,0.33315,0.17623,0.00336,0.99929,0.97959,0.99422,0.95308,0.32059,0.12111,0.00398,0.000505,0.000505,0.000505
177,1987.54,0.35463,0.22886,0.00306,0.99938,0.97959,0.99385,0.96252,0.31226,0.12048,0.00354,0.000500557,0.000500557,0.000500557
178,1997.79,0.37901,0.23098,0.00349,0.95808,0.97959,0.99263,0.95392,0.31908,0.14022,0.00385,0.000496114,0.000496114,0.000496114
179,2007.9,0.4134,0.27757,0.00358,0.97842,1,0.993,0.95574,0.30374,0.13252,0.00358,0.000491672,0.000491672,0.000491672
180,2019.3,0.35716,0.21501,0.00354,0.9605,0.99255,0.99265,0.9586,0.30934,0.14699,0.00339,0.000487231,0.000487231,0.000487231
181,2030.29,0.36031,0.21189,0.00327,0.93973,1,0.99225,0.96293,0.29336,0.14234,0.00305,0.000482792,0.000482792,0.000482792
182,2039.92,0.35895,0.25532,0.00343,0.9982,0.97959,0.9946,0.96562,0.30567,0.12007,0.00322,0.000478354,0.000478354,0.000478354
183,2050.69,0.37828,0.24364,0.0036,0.97937,1,0.9942,0.94198,0.34675,0.12859,0.00451,0.000473919,0.000473919,0.000473919
